size,bedrooms,price
3413,5,504653
2709,3,393177
5539,6,756784
3086,6,484861
4314,3,611993
1841,3,328813
381,2,123471
1775,1,258030
1948,3,327245
1020,6,251560
4122,1,573803
1056,4,231756
1193,6,290258
462,1,116616
2748,4,447769
1523,2,264133
1930,4,347579
5909,1,817344
5270,5,800931
1350,1,219892
2526,3,383381
557,1,135973
1249,4,263293
477,2,139651
5716,4,817485
5806,3,845590
3182,5,501686
3786,6,624643
5082,2,670349
5431,5,781585
2710,5,434805
3569,1,506195
5831,5,769016
1414,6,304891
2088,5,393106
1457,2,263656
2882,6,507009
4007,4,567503
4186,1,562131
1151,3,219569
446,5,186202
4915,6,730524
4880,5,695806
5065,2,656300
963,4,221981
3054,4,469011
1867,5,329460
2767,2,389762
4168,4,615573
5146,4,762601
1114,3,234246
5344,6,734854
3185,4,518851
3219,6,497873
4176,1,607418
512,6,195430
4350,3,631033
5675,2,751762
710,4,184768
4105,4,609550
3972,1,503890
5101,5,782443
1074,4,251416
1669,6,351522
954,2,192301
1659,3,291782
4370,3,648741
3758,3,584517
3656,5,577829
2612,6,456868
2350,5,393836
5138,5,733919
1411,5,289877
5678,3,740766
1900,6,352995
4986,4,680895
3805,3,545393
2584,6,467615
1248,3,256194
1675,2,273282
1642,5,318876
895,1,167163
5958,5,784565
309,6,174608
5691,6,786160
5009,1,629452
3828,6,581774
5530,6,757623
3933,1,517653
902,6,254650
1137,3,231503
1653,6,351378
4982,5,721328
838,3,197349
1723,1,259709
5931,4,855432
1866,6,367015
2161,3,339386
485,5,186611
870,4,208488
3757,3,547729
4934,5,695418
699,5,200288
4187,1,548201
6000,3,781613
2637,2,425523
1117,4,241175
1030,2,201458
4372,4,592106
1977,1,288190
3745,2,526455
2286,2,356345
2200,4,393122
5839,6,840178
2295,4,400484
3654,3,564307
1218,1,213733
2755,1,371697
3184,4,482912
3280,6,530843
2546,1,379443
1297,3,260310
3565,1,494711
4182,1,535328
3056,2,454292
1569,2,262401
1906,3,333558
2364,6,415805
5848,6,803532
3182,2,445951
2163,2,336170
5903,3,834935
2742,6,453990
3865,6,608410
3574,5,573402
4534,5,645899
2153,3,372697
5978,2,819232
5779,1,735451
5984,1,743684
3629,1,525380
4900,2,663298
3674,3,567560
552,4,185222
4953,5,669029
325,6,176170
771,6,232776
3789,4,531253
2138,2,312822
2034,1,329965
1361,6,297300
3879,1,560711
2853,3,460890
4514,4,681514
439,5,184266
850,1,176677
2524,1,342169
1980,6,396877
4517,4,643115
4180,6,604125
4488,1,566759
2799,6,500376
4987,3,733786
4353,4,641755
3667,4,562006
1431,1,232641
2315,6,393460
5793,4,749798
5071,1,654110
1432,3,256996
2119,1,334928
2223,4,379275
3745,6,612660
1701,5,327390
1179,2,210159
4803,5,712301
3438,3,507558
5996,6,920675
3950,6,655182
527,4,181848
1868,1,269165
2811,2,396513
5033,5,722450
4078,4,585427
5299,1,687831
3884,1,531322
580,6,212748
2963,1,423695
5696,5,811689
805,2,174260
4183,2,584186
1998,4,356335
1168,6,270071
1670,3,276223
4081,5,611347
1479,3,287233
3901,3,572351
4381,4,678384
1411,4,271521
3792,3,563143
646,1,150757
5837,4,811882
5339,3,789763
2204,5,389068
5225,4,727527
3707,6,621281
3311,2,455982
5685,2,738709
2960,4,491420
5952,1,778069
4156,5,656974
3592,5,567515
3894,6,601960
2484,6,441906
3270,2,494187
3813,1,483677
3981,5,586074
5060,5,713998
5473,3,714062
4367,3,647589
957,3,217253
4686,1,625176
2329,3,377158
4359,4,599626
3313,2,445198
5900,2,787091
5548,3,746850
3919,3,574072
1407,1,251161
1214,4,267789
5382,6,813191
5516,3,719083
5548,6,807082
340,6,179385
3114,6,486745
1760,1,267020
5523,5,827906
1223,6,278490
2888,3,444920
1123,3,225748
2873,3,459287
2803,3,440454
1324,5,290007
4892,2,665875
5052,1,695416
2976,3,482416
2920,4,438714
5013,2,674275
3672,1,472094
5974,2,822504
2924,2,402649
3992,2,533039
5957,6,845543
5572,5,820308
3871,4,556805
690,4,182387
2371,5,394943
4211,3,613683
4090,2,551221
5999,1,829752
3538,2,473926
1474,5,314086
433,4,162612
1560,5,294288
2795,1,373836
4235,4,607664
3380,1,449098
3236,4,516309
3537,5,554433
4216,5,619710
4344,2,572662
4519,2,611098
2660,5,459306
1902,2,292398
3953,1,579480
440,4,166917
4672,5,694760
5164,5,751692
2175,5,393710
5389,4,791507
4644,1,608896
4130,5,634456
3412,2,499338
4124,4,630754
5507,1,715763
1081,1,192881
2916,2,435414
2489,1,372471
4741,2,619666
3382,6,558898
5208,4,727511
5094,5,750831
5276,3,756203
1784,3,288176
3370,3,533711
5035,4,668364
5015,4,760440
406,3,139527
4587,1,573404
1518,6,308055
1386,3,267725
2880,6,500496
1657,1,256573
5531,3,711075
678,4,195086
1119,2,200941
1369,1,212820
1039,5,241802
1135,2,228474
2251,1,335005
2801,6,498291
2732,3,407585
1566,5,314367
2711,1,414628
4308,5,661636
5443,2,731485
3544,4,525310
4291,1,600472
3137,3,455831
2401,2,351248
5604,3,721221
5310,1,650717
1034,1,195553
3117,1,445876
2922,1,415354
2749,2,420756
5475,4,815979
1311,4,251189
819,1,160716
5044,5,681305
3692,4,533218
3682,5,549494
5119,4,710505
3705,5,546453
3578,1,485792
5239,1,649357
2726,6,447425
4268,2,554891
2018,3,315596
949,3,199116
5846,2,759787
1265,5,280831
5683,6,845743
1033,3,223020
303,2,123215
3539,2,520173
1114,4,246506
4613,3,686909
2246,1,335328
2163,4,348965
972,2,183437
2625,4,445342
5004,1,688263
2702,3,448554
3914,4,606558
5966,6,819523
3566,3,492119
3969,1,575270
5586,2,744072
5137,6,779662
3756,5,584156
680,2,168001
2090,1,303398
5485,6,784645
5885,2,789292
626,1,145743
2896,1,396245
3726,3,512107
2932,1,425090
4701,4,710358
4027,4,578113
2739,5,447182
766,2,177521
344,4,156719
2893,5,463488
1275,4,268946
3434,5,515319
5587,4,794973
2607,4,449622
1839,6,340168
1784,1,285691
3963,4,594032
3123,1,468166
2919,5,455868
3098,3,489664
5132,3,749531
1806,6,373184
4724,5,669328
5212,3,701009
885,1,171148
3088,2,417617
2639,1,410328
2993,4,496685
3415,5,512031
636,5,195903
680,6,219093
1419,5,301563
5550,4,813068
3551,1,526438
4629,3,689163
3433,5,564452
3010,2,421603
3141,3,506050
806,3,193659
1489,4,298186
905,1,180299
3989,4,573948
2532,2,362744
1611,4,311951
5247,2,704734
1286,2,244835
3903,2,572394
542,5,192397
5770,5,769033
2521,4,409748
1523,6,339865
3796,1,538221
4048,3,583350
2778,4,431336
5821,6,859234
4425,4,627126
1927,3,314910
5482,3,779486
3772,6,573516
4691,4,693306
4851,4,727867
2030,1,291626
3883,5,582685
2466,1,355456
2900,6,503013
1251,2,218216
5185,6,755418
431,1,124126
5098,2,696578
5157,6,799363
4228,4,590587
4096,4,577834
2109,1,324920
1240,5,281213
1771,3,315453
527,5,191438
3364,4,490543
1982,3,333269
5007,4,740073
4999,6,773410
2572,4,433404
2220,2,368991
5622,3,822406
2451,1,362507
3609,2,511399
371,6,188709
2638,2,370770
1886,6,346940
4430,3,600066
4930,3,684017
4306,4,652332
3087,2,440500
3612,1,537099
4676,6,717544
3516,5,563744
1701,3,301347
5401,5,752194
5907,5,874119
2468,1,363372
5920,5,783279
724,6,221252
4177,4,600961
5970,1,745189
2181,5,384705
401,6,195286
5868,2,746342
1597,6,319225
1346,3,268997
4150,4,579822
2410,2,373784
1747,2,283818
845,5,215135
3706,4,589914
5684,5,763185
3666,3,562264
1228,4,247207
1857,4,318425
744,2,163481
4221,2,565662
522,5,195986
2724,2,428535
623,4,184423
5239,6,761167
736,5,217989
4736,3,701708
1266,4,267085
3958,5,579169
1118,6,260988
676,6,230394
5204,1,717386
5895,2,813966
4881,2,711147
4496,1,575378
1324,2,242017
4127,3,610329
2654,1,366167
3009,2,420651
5520,2,720735
888,1,175217
1641,3,292580
2173,2,364710
978,6,249765
977,1,193554
2771,3,420084
5845,1,751517
2633,3,426662
1996,1,309610
3170,5,530932
1128,5,246442
2008,1,328738
4969,1,654649
4892,2,662267
5645,3,804731
3142,4,503910
5598,1,710216
3093,5,514108
369,3,135627
4649,4,675942
1327,5,297994
5556,5,739319
3499,2,484382
772,5,210113
1125,2,211033
2526,1,394617
5459,4,709252
1558,5,303940
734,3,179059
2508,1,356613
5940,5,878292
946,6,253263
1032,1,192228
3846,6,624718
743,6,237498
5828,3,788020
5705,2,733495
2154,1,325179
1438,3,270919
1124,2,218756
4926,5,697808
4062,2,594474
1075,3,230725
672,5,213696
1770,4,311321
1091,6,264195
910,5,226402
1551,5,318023
2606,5,425397
2419,4,398670
3630,6,577351
516,2,136695
2797,5,488241
3838,4,576054
307,1,108189
3750,2,531806
3232,3,465526
3812,1,562091
1724,2,283158
592,3,174798
1627,3,297674
1009,1,196580
853,5,229779
5676,4,800701
3972,1,568265
3667,3,570048
5322,5,766982
1417,1,225173
3607,3,534285
3395,6,517792
4657,2,677768
610,4,173398
3866,5,600780
4870,5,750806
653,4,189327
2743,4,448952
4031,2,540428
1035,4,242477
3787,1,551430
580,6,210984
2239,5,407857
2530,5,431174
4068,1,522412
1615,1,269907
5671,5,832257
3650,5,559511
2432,2,366391
4608,6,715843
2164,1,331837
654,1,148648
1888,3,324694
4659,5,710333
436,5,185449
5156,6,726341
3279,1,432884
1440,6,321812
5877,2,776937
4144,3,584811
5334,1,720378
3368,1,439895
824,2,189533
3850,6,625558
5902,4,762597
4145,2,569284
4822,2,683350
2178,2,339784
5510,2,687984
3317,5,538348
429,6,189320
4039,5,576436
4209,2,609412
2891,4,453911
2613,2,391936
5770,1,720651
5519,2,741670
2046,1,305769
1602,5,325396
3359,6,578649
4658,6,698719
915,3,198848
686,5,197354
1259,3,255662
2426,3,402213
5015,3,681821
4218,3,589838
2329,4,387874
3680,2,559922
5733,5,794890
5612,4,804833
787,3,197865
2492,4,433201
4330,6,665111
4368,1,552713
3900,2,526823
4152,2,588499
2781,2,387267
1353,3,267238
904,3,197204
5179,2,734006
684,3,179799
1843,3,312098
3092,3,453090
4118,6,642798
4970,4,686696
1469,6,307817
2219,2,354608
5772,1,775449
671,6,228240
4448,1,593327
2305,2,375044
3888,3,557750
2082,1,336455
4058,6,634944
3327,5,520879
3184,4,494489
5305,4,740913
4832,5,660613
1711,6,330488
5242,3,727350
835,4,219536
1719,2,300302
4582,4,637242
3416,5,515723
4817,6,730755
2965,2,418083
3856,2,577263
3125,2,430558
4306,4,633308
5207,6,763658
1381,3,272449
4822,5,693468
5179,6,747802
4142,4,601932
1732,1,285961
560,4,185435
489,6,195036
5799,3,791593
1510,5,289972
4586,4,678032
305,2,119813
1548,4,303499
4500,6,669875
5757,4,754828
5053,6,707493
4892,5,721417
5313,1,671147
2500,6,439183
5987,5,865748
935,1,167638
3807,4,537511
3964,6,580150
1763,6,336500
4230,3,596775
5373,3,775210
5580,4,763410
5213,3,764778
421,1,122988
5523,3,795565
5332,1,737706
2459,6,418845
1093,3,218184
2616,6,481336
2880,2,396500
2756,4,417544
389,2,134394
3137,3,484449
4155,1,543813
4899,4,700083
5785,1,729948
3736,5,564150
3747,3,539292
1509,1,253161
2144,2,359577
5574,4,727982
5266,3,745388
5902,2,754122
1213,5,256488
2374,4,368727
3034,2,436133
5459,1,713492
5030,5,709358
5052,2,717711
1177,5,275390
2452,1,335539
1760,3,325010
1374,3,257299
4563,6,640972
4868,5,738266
436,1,114360
687,2,167343
2159,5,404154
5300,4,729780
3070,1,435275
5563,1,780732
1380,6,303704
5439,5,807291
1090,4,247663
3297,6,509673
1458,3,262675
5253,5,734029
2946,4,445048
2316,1,347346
5978,1,759739
4743,4,671320
3976,5,586456
4827,3,629943
3033,2,432649
5062,6,759760
1577,6,347933
2367,2,381633
1993,4,347851
5679,6,830038
3129,3,448249
4058,3,621764
4824,5,731713
1360,2,241135
3978,5,614191
1147,4,249372
5757,4,810723
2635,5,457318
2465,1,338647
703,6,217259
4332,3,659763
2253,4,373168
1291,6,291696
5616,2,739941
2323,2,340563
1500,4,304545
1849,1,306173
4755,1,627387
2220,2,331752
3402,4,503371
3979,3,574303
321,4,143146
1207,6,282368
4849,6,768688
5280,4,744830
3076,5,464043
3245,4,508496
1936,2,320711
1643,6,351398
2811,1,379417
602,6,208668
418,6,190888
4559,2,638984
5288,2,722960
2014,2,332756
1060,5,263758
3383,2,505735
1525,3,290556
2151,1,343207
3154,2,453742
1960,1,293417
1637,3,274919
3457,2,460170
3888,1,511163
4104,5,660692
1246,3,236166
3057,6,478445
4928,5,708412
2473,5,422881
934,1,166782
5212,4,757334
3287,3,469872
5921,3,776445
1009,1,178839
916,5,223477
990,2,198587
3457,3,481702
2826,5,459459
3895,3,527831
2544,4,435820
2626,6,465151
1046,4,221588
5117,2,720578
4574,6,683681
1633,2,260427
4987,4,748454
1670,5,323858
2749,5,473025
4097,2,594139
823,5,220245
4670,4,649159
4276,5,639439
3698,1,484568
1250,1,226382
2731,1,417281
4204,2,546009
1158,6,274738
5877,1,815634
2704,6,458420
5054,4,751111
1058,5,261720
1271,6,307940
722,1,151471
4994,1,667033
2971,6,480878
5120,6,751227
2307,4,399267
4920,4,672321
3160,2,468208
1427,3,266606
3374,2,500383
759,2,169871
2111,1,299145
4312,3,657726
4247,6,625993
2720,1,386604
5177,3,715557
5560,3,746183
2597,3,409100
902,6,236932
1905,6,386040
390,5,169901
2297,4,386572
358,4,146107
1414,3,257213
949,3,217401
2441,4,402400
1310,6,298947
5825,2,754426
3364,4,499290
5777,2,724329
431,3,151405
3797,5,616284
3696,1,482996
1355,5,304576
1881,4,323060
3610,2,541791
3694,1,528013
4927,1,662341
2697,5,419860
4354,6,697708
5570,5,739067
1688,6,352215
5553,6,853801
5841,2,791539
5321,5,764444
3369,1,462360
4111,2,577985
3706,4,521515
3428,2,479844
2415,3,360641
5729,6,829406
2784,2,434534
790,1,162777
4227,3,587939
1256,5,290007
2256,6,393663
723,1,143230
3779,3,533729
3199,3,472400
2928,2,445680
3422,4,529274
5485,2,705440
5737,5,811542
3353,1,439374
2723,5,459819
1868,5,340887
3482,4,507586
851,1,168565
2670,6,439848
4144,1,528059
4418,6,713919
2999,6,512400
1071,6,254352
603,5,203328
3058,1,430155
2991,3,455092
4647,2,629194
5567,4,813359
1870,3,306407
2928,6,467249
1222,2,233852
3483,6,535394
3863,6,572560
4842,1,632796
612,3,159184
3373,3,497397
5522,5,812662
3134,1,437772
2608,2,380994
2880,4,480185
4408,5,674897
2152,3,370325
3536,2,502866
4789,4,708871
5434,3,715939
5479,3,755478
718,6,224553
5828,5,838988
1836,4,333021
5991,1,735165
4860,1,677069
5310,2,732653
5937,1,777776
3495,2,510534
2002,3,357555
3939,6,594082
5177,2,731154
4692,1,585444
4873,2,639409
312,1,109383
3772,5,584214
705,1,139221
5886,3,811031
4547,1,612587
2125,6,376159
3581,5,542039
1472,1,230216
673,2,164058
762,4,192773
2478,2,391838
5697,5,789892
5260,1,708255
2261,2,376729
4477,2,622236
5317,3,688222
1973,5,368994
1584,1,241105
4488,1,635350
2802,6,496428
339,5,166051
4252,6,658331
606,4,183405
3928,5,600802
4455,5,636260
1866,5,346211
3684,3,505925
4686,4,714359
853,5,226557
5236,5,744982
3143,1,412447
4783,2,607029
1823,1,280839
1776,6,351214
4496,6,678219
5833,5,822770
5872,1,770765
853,2,193297
4688,3,615092
3431,6,586592
2878,3,464940
829,1,163045
2133,5,370105
4881,1,643410
2371,5,389482
717,4,187952
3979,5,603038
4828,6,759278
3347,3,532747
3911,5,561375
2627,1,352770
4646,5,708279
492,4,170547
3214,5,506479
1053,4,242631
4909,4,666900
5836,1,818966
4829,1,633966
2326,5,413240
3864,4,573173
392,5,169859
1660,6,349347
912,5,233732
5499,6,757127
2455,1,372674
2122,1,326177
2152,6,378277
4642,4,642181
5032,3,736741
4850,3,671769
5979,6,877189
2887,6,481616
5484,6,805975
5247,5,755212
1193,4,244829
3618,6,544422
1025,1,186750
5335,5,719299
2264,3,359221
507,3,149244
4211,3,643033
4205,2,613429
2731,3,402948
1265,6,304074
2702,6,446523
3721,4,587742
3372,1,457413
1228,6,287743
1551,4,307285
2905,3,428908
1721,2,291187
2239,4,366987
2251,3,390009
5048,2,666902
4370,6,653474
749,5,209794
1603,5,312635
4211,6,623249
1292,6,308868
2329,3,365141
4635,1,595567
1378,1,245733
5989,4,813952
3612,3,523222
663,5,199466
3221,4,481908
638,4,193485
1539,5,317061
3234,5,535850
4549,6,671019
5706,3,765145
2492,4,381215
2498,4,418543
3807,2,517390
3569,4,506437
1349,2,241485
3034,3,465032
1102,6,260340
3564,3,489709
2753,2,394287
2474,2,381149
401,5,174437
3774,1,480584
4490,1,566648
5780,1,802108
5343,5,820573
421,4,161965
2584,1,353838
3645,5,600306
5137,3,696366
5331,5,721896
2386,6,442256
4734,4,696464
4238,1,532195
2122,2,321738
1239,5,264484
905,1,178819
3881,3,597358
1889,3,308449
3364,6,516106
2926,5,478663
3999,2,522608
3536,2,527979
1634,2,286910
4875,2,637607
812,2,187457
770,5,210234
4140,4,638100
1316,3,251593
1653,2,272893
4393,5,645779
2655,4,444744
5400,2,690981
3802,4,545330
5426,2,728570
5029,4,725290
3847,3,581329
1313,3,268412
896,6,245572
1762,6,356027
4877,3,692907
2132,3,340553
5370,2,755332
975,4,226661
986,3,222362
1009,1,173146
1806,3,291747
833,1,157329
2336,4,405180
3774,1,531775
2834,1,397674
2921,1,413974
2496,5,408732
2904,6,486797
3756,3,573641
3805,5,575543
5198,3,753832
1640,1,257022
5841,1,813497
5220,6,728178
1107,4,236564
5921,4,769400
4503,1,583468
4287,2,630382
3277,4,514254
2257,6,432793
4450,3,598055
5898,2,840353
4509,6,635417
1406,3,257965
5407,4,779643
3841,5,614904
311,3,133167
328,1,109601
1167,4,237964
3106,4,484747
4959,6,724402
5256,6,744703
3977,6,657364
4047,3,565082
975,6,253888
840,4,205569
5368,6,774178
320,2,111541
900,2,177231
3539,4,549676
3329,3,480974
5017,5,696396
2158,6,412706
4932,2,652350
5323,2,680823
4109,4,587318
5623,5,822046
4315,1,591084
1993,4,346961
1818,1,297228
1947,1,286191
450,5,175031
4439,3,616203
5081,3,709495
4242,6,675226
5577,2,784889
5780,5,788271
5646,1,717883
2299,5,405976
4491,1,577739
2066,6,389601
2711,2,381013
4459,2,637254
817,4,219877
4983,5,690432
4142,6,676115
1325,2,228184
1341,3,246634
1043,3,216763
2121,2,327740
1956,1,287087
683,3,170771
2333,5,383012
324,6,175294
4405,5,675866
4343,4,621500
2202,6,396978
312,6,173351
4608,6,650936
1184,4,262615
2661,3,430353
1148,4,238385
5478,2,764628
850,2,181218
311,3,133150
5146,4,749346
1188,4,258596
796,6,226270
5638,6,831873
414,1,118508
3206,5,541813
2662,5,434834
4169,1,595315
1872,5,370233
3394,1,452246
2597,2,367760
448,6,187052
2663,4,421645
2012,1,298925
3512,5,544819
608,4,174923
2527,6,422379
4192,4,586769
1453,2,258687
387,2,130573
2551,4,404853
2891,6,469921
4603,1,600155
2359,1,369135
3245,1,471054
5284,1,726730
5523,3,713534
479,5,175815
3039,6,524168
5752,1,794641
5045,6,774742
3405,1,466773
4389,2,563573
1812,1,273561
1298,6,280092
5705,1,714481
372,1,111989
2560,6,432281
1351,1,242029
2425,3,384727
4216,1,533535
3581,3,524840
2386,3,392712
4516,2,668520
2142,5,379555
1824,2,318015
2125,2,358430
4410,2,591635
1859,3,330168
3357,1,440729
3158,2,458159
784,2,181579
3989,1,530313
4584,6,682751
2367,6,418024
3384,2,478330
582,4,186958
321,2,117104
560,4,181123
5387,2,714001
2983,3,450387
2149,6,419348
5606,4,764132
2092,1,305297
3464,4,532097
2058,5,379852
4551,5,715349
4013,3,539582
1822,6,375392
4765,4,682738
2296,3,373912
1391,4,264461
633,1,150786
840,1,161445
5417,2,761790
951,5,243261
2938,6,511164
5615,1,728470
1205,5,280822
1682,6,328621
1518,2,252244
5180,1,666537
5121,6,741717
3385,5,508573
2530,5,421044
5221,4,714976
5956,6,816991
3748,5,570449
2199,1,335549
3402,5,529918
422,5,180267
658,2,153620
1247,1,208543
3187,5,533758
630,2,157055
5869,3,832405
2820,3,439063
4684,3,660285
5485,4,750100
795,6,238759
4145,6,624477
4768,3,632085
4832,3,673683
3022,1,413597
1171,4,240700
850,3,201193
1020,6,254346
3060,3,437173
5836,3,834804
2369,4,377930
2903,4,445892
1883,4,329486
780,1,164566
4385,1,566153
1855,5,341096
4038,6,641709
4451,2,571746
2356,5,431507
5109,4,686203
2276,4,378703
2612,6,429032
4177,3,582310
2836,3,408973
3798,2,505899
3699,5,537694
4052,3,578389
2621,3,429283
2778,1,385364
5490,1,766467
3960,5,592621
4916,5,708655
4042,4,634533
3441,3,495920
2372,6,415453
1467,5,290979
5181,6,720328
2902,3,466471
602,3,175378
5306,6,732804
2233,1,346241
656,6,217418
4467,5,654873
5195,6,759699
4486,4,662065
3225,6,532216
1242,2,231674
1381,5,280971
1629,3,286842
5826,4,782371
1985,1,281767
5817,1,709325
4037,1,563960
4771,6,707954
881,3,195123
1339,5,289552
2329,3,387662
3592,1,522953
4421,5,695928
4055,5,644665
323,5,166231
3659,2,486115
4423,4,600299
3103,5,480582
552,5,189535
2602,4,393564
2192,2,354692
1528,4,301963
431,3,148651
5939,2,824592
5702,3,798809
3210,5,516627
4850,3,631274
5688,4,831532
4013,3,599352
2363,6,403378
575,2,146568
2751,6,491478
2758,2,403379
3317,4,512157
619,5,208058
1697,5,318512
2638,2,416541
2853,2,428023
4699,3,696232
4226,2,553026
1182,4,247664
2596,5,429914
2244,2,333530
2452,4,430043
438,6,193705
3838,1,492668
1761,1,277722
5081,6,746821
2683,6,480139
1992,4,370076
1710,1,264907
2540,2,377613
2856,3,463278
1533,4,275588
1091,6,265137
1226,4,270843
2778,2,397327
3201,5,539274
676,1,150847
3861,1,521849
2943,5,457079
2568,2,397746
3065,4,488877
5176,6,727457
4537,1,574555
4859,1,646000
5234,1,646741
2213,1,322986
4802,2,631140
1777,1,274982
5422,1,716125
5249,5,717551
537,5,197728
1473,3,288854
2290,2,331050
2270,2,348915
5269,2,714988
5859,5,848313
3660,4,510519
4943,1,659845
5601,6,755973
2824,2,409198
2981,4,496931
4189,5,636791
1775,3,310028
2285,3,375713
2093,1,304541
1924,6,378253
2481,4,415662
3318,2,494075
5224,1,691991
504,5,186521
970,5,231254
3766,5,614043
2786,5,465723
4130,1,555657
2180,6,409717
3880,6,577141
1228,5,275253
2320,5,386226
3207,1,418160
2653,3,436423
4459,3,602536
2469,5,394671
4506,6,640334
4757,4,693528
4845,5,667523
5768,2,727108
2960,1,432444
2651,1,371939
5098,3,752055
2833,4,434403
1069,6,267516
960,3,208394
4977,6,702273
473,2,144348
5681,5,827670
4584,5,650427
4481,2,646706
5203,2,673635
3571,3,505240
1308,1,235212
4030,3,563848
4225,2,595718
2558,4,434909
1298,6,283663
1579,6,323466
424,3,152068
424,6,184142
4515,4,613889
2328,4,374502
5576,1,714978
5553,3,768983
1660,2,279689
3652,2,521908
5489,2,731845
1708,6,363839
4638,5,677670
3089,1,418488
1658,1,254036
2805,1,412588
4765,1,646273
4164,5,636329
5096,1,665930
1494,4,283439
929,1,183726
3949,5,585960
5238,4,714558
2283,4,384358
786,1,150867
695,5,200921
3483,3,530036
2528,5,438831
4637,1,620495
2693,6,490323
2597,4,421136
4377,1,565898
3274,3,505166
5674,4,736755
2391,5,390304
1294,5,273776
721,3,188210
5307,2,682946
661,5,203477
4622,1,629470
806,5,214625
4311,1,556945
773,5,214339
4736,1,607935
4313,3,625637
3971,1,557799
3824,5,599531
5105,4,679250
5245,3,670225
2912,3,426312
1426,4,283531
3759,4,565764
1830,2,292789
3703,6,582877
2668,6,467193
5612,2,729831
3987,6,643577
1039,1,176189
1690,2,297549
5429,2,710262
5480,1,707061
3071,4,486823
4076,2,607254
5990,3,805893
3787,5,560491
564,6,210908
5004,2,678371
1729,6,339453
3955,5,611798
4528,3,611196
3564,2,530595
1046,6,260237
2363,5,400725
3639,4,558340
2759,2,415108
2201,4,361458
5040,2,705826
3170,3,470261
3130,3,451310
962,6,263862
1966,3,324050
2562,4,424482
1323,1,222650
4233,5,651745
1328,5,271102
2141,3,339095
1534,4,311879
3150,4,467188
2817,3,427477
2831,1,373928
4118,6,612077
2278,6,410470
603,5,197106
2158,1,301028
1187,2,219286
3422,4,542226
3535,1,522038
3609,1,522969
2834,6,463350
322,1,100552
4549,6,727302
5062,2,682526
4059,3,622895
5356,6,780242
5143,1,655737
2806,6,472087
5177,1,718881
5578,6,779653
2845,2,432785
2071,4,374478
2095,6,381552
3001,3,469255
4478,2,644751
668,1,141940
2508,1,371870
2635,4,399367
1382,2,241203
1781,5,326998
3236,1,422111
3564,6,541707
2019,2,342375
1418,2,261414
5993,2,858035
3272,1,459577
5258,4,707406
1805,3,309559
4513,3,630329
1367,4,272024
4464,4,641733
1594,4,316893
715,1,144779
4557,2,641993
5283,4,715199
4871,1,681575
5537,3,784211
2880,1,382971
648,6,227757
5687,2,773873
5975,1,750628
5720,2,707898
720,3,183814
3207,4,484252
4306,4,641553
5814,1,767996
4029,2,576887
3399,6,511807
5036,1,641378
4805,6,685982
5600,4,792852
3395,2,518851
1307,4,277205
472,4,163090
2576,3,400065
1927,4,334197
5474,2,707013
5339,4,721929
3610,6,558396
354,4,150329
2431,2,376086
5682,4,792383
3490,4,555141
5578,3,821557
5585,5,816847
5141,6,784776
2867,1,419956
4414,2,569378
3316,5,500406
1457,1,247426
5656,4,781347
2352,3,392593
4192,2,598734
4336,3,588704
1408,2,264019
497,2,148203
3642,1,513722
4842,1,676669
3351,5,539151
2960,4,442337
3065,4,482587
4408,4,647017
398,3,148519
5193,5,752348
4914,2,673974
846,1,170967
3099,3,435901
3586,2,473667
2343,3,395794
2204,6,409012
2549,2,369913
5968,5,782965
1612,2,255968
2989,2,428509
5272,5,769874
3090,4,509125
5456,4,731323
4904,5,722502
4263,2,559492
3901,1,549210
4323,2,634804
2701,6,489231
566,3,161225
3356,1,496378
1362,5,273568
532,6,195844
1681,2,285202
442,2,128546
330,3,138966
3275,1,480411
4030,5,593935
795,4,207275
1106,5,244451
5315,4,753935
4366,5,617774
2356,1,369707
4333,5,647446
4958,5,701508
603,6,221176
5535,1,702064
2342,2,334794
1116,6,264341
4250,2,568512
5732,4,795593
4882,1,681062
2126,5,402424
2313,1,353435
3320,4,495215
1580,5,324030
4176,3,578902
4418,1,627941
3260,5,529088
996,1,186388
2324,3,366698
4010,4,587312
2184,5,376005
5488,4,726243
2470,4,429228
1531,6,326438
2474,1,371513
4076,2,586830
2342,6,419521
2860,4,451351
4895,6,765518
5905,6,893985
3100,3,473652
4061,4,611626
1411,5,286000
767,6,243283
5726,1,731391
4938,4,705865
2075,2,350997
3882,6,643716
4476,4,662168
3160,2,426328
1933,6,360183
1279,2,220374
553,5,189716
3487,4,504791
3939,4,574886
5907,1,774994
521,4,180466
5755,6,779563
452,4,162705
1139,1,187731
2945,2,437080
4536,5,672843
3994,1,507418
4353,5,608502
536,3,153930
4843,1,669316
1955,5,376771
514,6,205695
2039,6,380928
522,3,152210
2962,3,474849
4005,3,588149
5040,4,685276
5927,6,898552
4629,2,606784
5020,4,698494
337,4,152339
714,2,163033
5903,3,765146
1694,3,300466
3669,6,597949
1416,3,266702
3942,1,534124
3654,5,562498
1108,5,256526
2773,3,414761
2306,5,385015
1554,1,236781
5136,2,656790
2658,2,375981
1584,6,339032
2783,4,422592
2664,1,364584
5258,6,765158
1410,2,259050
5607,2,730964
5500,6,842163
3486,5,572980
3418,1,508544
3720,3,564647
5304,4,727146
2270,6,403442
2799,6,479997
3411,3,517970
1379,5,273427
2416,6,449866
1308,2,253514
2698,4,407242
